,Name,Host Name,Host Listing Count,Country,Property Type,Cancellation Policy,Bed Type,Minimum Night,Maximum Night,Accommondate,Amentities,N_Reviews,Price,Extra People,Guests
1249,Comfortable cottage near all Balmain's attractions,Paul,1,Australia,House,flexible,Real Bed,3,31,2,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Single level home', 'Patio or balcony']",12,119.00,0.00,1
1250,Granja Beach - Apartment,João,1,Portugal,Apartment,strict_14_with_grace_period,Real Bed,3,30,4,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'Baby bath', 'Changing table', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed']",19,65.00,15.00,4
1251,Quiet Williamsburg apartment,Jae,2,United States,Apartment,moderate,Real Bed,2,365,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Hot water']",183,99.00,20.00,2
1252,LUX RIO 15 - Beachfront families and friends,Alexander,8,Brazil,Apartment,strict_14_with_grace_period,Real Bed,3,1125,6,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",3,701.00,50.00,6
1253,Sunny cactus oasis in the middle of downtown.,Loc & Marie,1,Canada,Loft,moderate,Real Bed,3,18,2,"['Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Breakfast', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance']",0,125.00,7.00,2
1254,"Affordable, comfy and tidy room",Katie,1,Hong Kong,Apartment,flexible,Real Bed,1,1125,1,"['TV', 'Wifi', 'Air conditioning', 'Smoking allowed', 'Elevator', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",1,251.00,0.00,1
1255,Luxury 4 Seasons Lodge,Rui,1,Portugal,Apartment,strict_14_with_grace_period,Real Bed,2,1125,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Elevator', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bathtub']",6,47.00,5.00,2
1256,Apart. À Francos PurpleRoom - BG Apartments,Vitor&Ana,17,Portugal,Apartment,moderate,Real Bed,2,30,3,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Smart lock', 'Private entrance', 'Outlet covers', 'Window guards', 'Room-darkening shades', 'Hot water', 'Long term stays allowed']",31,40.00,5.00,2
1257,Manly Apartment 100m from Wharf,Paul,1,Australia,Apartment,strict_14_with_grace_period,Real Bed,1,1125,4,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Other']",171,203.00,0.00,1
1258,"Upper part of a house,1500sf,3bd2bth, split level",Glen,6,Canada,Condominium,strict_14_with_grace_period,Real Bed,2,1095,9,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Free street parking', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bathtub', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Flat path to front door', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Host greets you', 'Handheld shower head']",2,189.00,19.00,2
1259,1BR in Wan Chai,Nikki,1,Hong Kong,Apartment,strict_14_with_grace_period,Real Bed,2,1125,2,"['Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,495.00,0.00,1
1260,Double Bed in the very middle of Barcelona,Vicente,1,Spain,Apartment,moderate,Real Bed,1,5,2,"['Wifi', 'Kitchen', 'Breakfast', 'Elevator', 'Washer', 'Essentials', 'Shampoo', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",18,40.00,0.00,1
1261,Cozy private room with amazing view,Winston,1,Hong Kong,Apartment,strict_14_with_grace_period,Real Bed,6,1125,1,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Host greets you']",11,314.00,0.00,1
1262,Duplex Penthouse with Unique Rooftop Deck,Gavin,1,Hong Kong,Apartment,moderate,Real Bed,3,60,3,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Bathtub', 'Game console']",12,2496.00,0.00,1
1263,TÜYAP 8 pers 2+1,TC Marina,19,Turkey,Apartment,moderate,Real Bed,2,30,8,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Breakfast', 'Free street parking', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Children’s books and toys', 'Window guards', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Step-free access', 'Wide entryway', 'Host greets you', 'Roll-in shower']",0,422.00,0.00,1
1264,Quarto individual,Celi,7,Brazil,Apartment,flexible,Real Bed,2,1125,3,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Paid parking off premises', 'Smoking allowed', 'Gym', 'Elevator', 'Free street parking', 'Heating', 'Family/kid friendly', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Wide entryway', 'Host greets you', 'Lake access', 'Handheld shower head', 'Paid parking on premises']",2,101.00,100.00,1
1265,Home sweet home.,Carlos,1,Brazil,Apartment,moderate,Real Bed,4,7,4,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room']",0,500.00,0.00,1
1266,superiur clean room city center,Rahman,3,Turkey,Apartment,strict_14_with_grace_period,Real Bed,3,1125,3,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Doorman', 'Heating', 'Family/kid friendly', 'Essentials', 'Shampoo']",1,316.00,79.00,1
1267,"Cosy, calm room minutes from CBD",Joe,1,Australia,House,flexible,Real Bed,1,1125,1,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Breakfast', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",1,60.00,0.00,1
1268,Çicekliyalı butik otel,Adem,1,Turkey,Nature lodge,moderate,Real Bed,1,90,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Free parking on premises', 'Smoking allowed', 'Breakfast', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49']",1,100.00,0.00,1
1269,Luxury two rooms in Leblon,Elaine,12,Brazil,Apartment,super_strict_30,Real Bed,2,1125,5,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",32,310.00,22.00,4
1270,Large Studio New York-Bronx comfortable,Pietro,1,United States,Condominium,moderate,Real Bed,3,1125,2,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Other']",11,70.00,35.00,1
1271,Comfy & Spacious 3BR- Perfect location-Downtown,Dave,26,Canada,Apartment,moderate,Real Bed,1,114,5,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Smart lock', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout']",31,169.00,22.00,4
1272,Modern room near the beach.Amazing location!,Lu,1,Australia,Apartment,flexible,Real Bed,30,32,2,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49']",0,70.00,0.00,1
1273,Beau loft pour beau séjours,Hugo,1,Canada,Loft,flexible,Real Bed,1,6,4,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron']",0,250.00,0.00,1
1274,Authentic Oporto,Maria,1,Portugal,Apartment,moderate,Real Bed,3,1125,6,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Handheld shower head']",109,50.00,0.00,1
1275,Cosy bedroom in Sheung Wan,Alexis,1,Hong Kong,Apartment,flexible,Real Bed,1,1125,1,"['Wifi', 'Air conditioning', 'Kitchen', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",2,314.00,0.00,1
1276,Bright Bondi Beach Pad,Trev,1,Australia,Apartment,flexible,Real Bed,7,1125,2,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Crib', 'Hot water', 'Luggage dropoff allowed', 'Other']",3,70.00,0.00,1
1277,Отдых в престижной зоне Барселоны 3,Olí,12,Spain,Apartment,strict_14_with_grace_period,Real Bed,5,1125,1,"['Wifi', 'Paid parking off premises', 'Pets live on this property', 'Cat(s)', 'Elevator', 'Family/kid friendly', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Luggage dropoff allowed', 'Long term stays allowed']",2,30.00,0.00,1
1278,The Simple Life Beach House,Cheryl,1,Australia,House,moderate,Real Bed,3,30,5,"['TV', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Private entrance', 'Baby bath', 'Children’s books and toys', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Long term stays allowed', 'Other']",28,280.00,20.00,4
1279,Lehua Lanai,Michael,1,United States,House,moderate,Real Bed,2,10,4,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Lockbox', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Ethernet connection']",51,100.00,0.00,1
1280,2 private bedrooms and bath in charming house,Eric,1,United States,House,moderate,Real Bed,3,1125,4,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Self check-in', 'Keypad', 'Game console', 'Hot water', 'Long term stays allowed']",62,69.00,0.00,4
1281,Wander to the Beach from a Cozy Wailea Condo,Tamara And Steve,8,United States,Apartment,strict_14_with_grace_period,Real Bed,7,1124,2,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Full kitchen', 'Bedroom comforts', 'Bathroom essentials']",9,174.00,10.00,2
1282,Beautiful Maui Condo By The Beach,Doris,1,United States,Apartment,strict_14_with_grace_period,Real Bed,7,30,2,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Hot tub', 'Family/kid friendly', 'Smoke detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Paid parking on premises']",4,140.00,0.00,1
1283,Beauty in Birchgrove,Kristina,1,Australia,House,strict_14_with_grace_period,Real Bed,2,1125,4,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Bathtub', 'Children’s books and toys', 'Hot water']",21,185.00,0.00,1
1284,Tree top room with ocean views,Julia,6,United States,Cabin,flexible,Real Bed,1,1125,4,"['Wifi', 'Kitchen', 'Free parking on premises', 'Essentials', 'Shampoo', 'Hangers', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",5,92.00,10.00,2
1285,Pali Ke Kua 144,Kauai Pacific Real Estate,51,United States,Condominium,super_strict_60,Real Bed,3,90,6,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo']",4,215.00,0.00,1
1286,PRIVATE ROOFTOP WITH VIEWS,Joan,6,Spain,Condominium,strict_14_with_grace_period,Real Bed,31,1125,4,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Safety card', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace']",0,55.00,0.00,1
